Insider,Symbol,Total Amount,Share Price,Num. of Shares,Relation,Date,Num. of Insiders,Transaction
Abdiel,APPN,"$986,387.04",$37.68,"26,178",Large Shareholder,2023-01-20,2,Purchase
5Am,CINC,"$14,619,990.00",$30.00,"487,333",Large Shareholder,2022-08-15,6,Purchase
5Am,CINC,"$3,380,010.00",$30.00,"112,667",Large Shareholder,2022-08-15,6,Purchase
5Am,CINC,"$5,000,000.00",$16.00,"312,500",Large Shareholder,2022-01-11,6,Purchase
5Am,CINC,"$2,520,000.00",$16.00,"157,500",Large Shareholder,2022-01-11,6,Purchase
Abdiel,APPN,"$819,545.76",$40.92,"20,028",Large Shareholder,2023-01-30,2,Purchase
Abdiel,APPN,"$784,380.90",$41.55,"18,878",Large Shareholder,2023-01-27,2,Purchase
Abdiel,APPN,"$695,105.80",$41.15,"16,892",Large Shareholder,2023-01-26,2,Purchase
Abdiel,APPN,"$1,146,208.05",$40.65,"28,197",Large Shareholder,2023-01-26,2,Purchase
Abdiel,APPN,"$883,430.48",$39.46,"22,388",Large Shareholder,2023-01-25,2,Purchase
Abdiel,APPN,"$1,023,697.61",$41.21,"24,841",Large Shareholder,2023-01-24,2,Purchase
Abdiel,APPN,"$2,430,178.80",$40.53,"59,960",Large Shareholder,2023-01-24,2,Purchase
Abdiel,APPN,"$616,355.35",$40.43,"15,245",Large Shareholder,2023-01-23,2,Purchase
Abdiel,APPN,"$4,227,667.20",$38.63,"109,440",Large Shareholder,2023-01-20,2,Purchase
Abdiel,APPN,"$986,387.04",$37.68,"26,178",Large Shareholder,2023-01-20,2,Purchase
5Am,CINC,"$14,619,990.00",$30.00,"487,333",Large Shareholder,2022-08-15,6,Purchase
5Am,CINC,"$3,380,010.00",$30.00,"112,667",Large Shareholder,2022-08-15,6,Purchase
5Am,CINC,"$5,000,000.00",$16.00,"312,500",Large Shareholder,2022-01-11,6,Purchase
5Am,CINC,"$2,520,000.00",$16.00,"157,500",Large Shareholder,2022-01-11,6,Purchase
Abdiel,APPN,"$819,545.76",$40.92,"20,028",Large Shareholder,2023-01-30,2,Purchase
Abdiel,APPN,"$784,380.90",$41.55,"18,878",Large Shareholder,2023-01-27,2,Purchase
Abdiel,APPN,"$695,105.80",$41.15,"16,892",Large Shareholder,2023-01-26,2,Purchase
Abdiel,APPN,"$1,146,208.05",$40.65,"28,197",Large Shareholder,2023-01-26,2,Purchase
Abdiel,APPN,"$883,430.48",$39.46,"22,388",Large Shareholder,2023-01-25,2,Purchase
Abdiel,APPN,"$1,023,697.61",$41.21,"24,841",Large Shareholder,2023-01-24,2,Purchase
Abdiel,APPN,"$2,430,178.80",$40.53,"59,960",Large Shareholder,2023-01-24,2,Purchase
Abdiel,APPN,"$616,355.35",$40.43,"15,245",Large Shareholder,2023-01-23,2,Purchase
Abdiel,APPN,"$4,227,667.20",$38.63,"109,440",Large Shareholder,2023-01-20,2,Purchase
Abdiel,APPN,"$986,387.04",$37.68,"26,178",Large Shareholder,2023-01-20,2,Purchase
5Am,CINC,"$14,619,990.00",$30.00,"487,333",Large Shareholder,2022-08-15,6,Purchase
5Am,CINC,"$3,380,010.00",$30.00,"112,667",Large Shareholder,2022-08-15,6,Purchase
5Am,CINC,"$5,000,000.00",$16.00,"312,500",Large Shareholder,2022-01-11,6,Purchase
5Am,CINC,"$2,520,000.00",$16.00,"157,500",Large Shareholder,2022-01-11,6,Purchase
Abdiel,APPN,"$819,545.76",$40.92,"20,028",Large Shareholder,2023-01-30,2,Purchase
Abdiel,APPN,"$784,380.90",$41.55,"18,878",Large Shareholder,2023-01-27,2,Purchase
Abdiel,APPN,"$695,105.80",$41.15,"16,892",Large Shareholder,2023-01-26,2,Purchase
Abdiel,APPN,"$1,146,208.05",$40.65,"28,197",Large Shareholder,2023-01-26,2,Purchase
Abdiel,APPN,"$883,430.48",$39.46,"22,388",Large Shareholder,2023-01-25,2,Purchase
Abdiel,APPN,"$1,023,697.61",$41.21,"24,841",Large Shareholder,2023-01-24,2,Purchase
Abdiel,APPN,"$2,430,178.80",$40.53,"59,960",Large Shareholder,2023-01-24,2,Purchase
Abdiel,APPN,"$616,355.35",$40.43,"15,245",Large Shareholder,2023-01-23,2,Purchase
Zwarenstein,ONTF,"$511,187.50",$20.45,"25,000",,2021-08-20,3,Purchase
Zoley,GEO,"$1,124,047.11",$6.75,"166,644","Officer, Director",2021-06-15,1,Purchase
Zimmer,ZTAQU,"$35,000,000.00",$10.00,"3,500,000","Large Shareholder, Officer, Director",2021-06-18,1,Purchase
Zhou,PLAG,"$3,432,000.00",$2.60,"1,320,000","Large Shareholder, Officer, Director",2021-09-27,1,Purchase
Yntegra,CLOE,"$5,718,590.00",$10.00,"571,859",Large Shareholder,2021-07-22,2,Purchase
Yang,GLUE,"$19,950,000.00",$19.00,"1,050,000",Large Shareholder,2021-06-28,10,Purchase
Wynnefield,QRHC,"$586,505.50",$5.18,"113,225",Large Shareholder,2021-11-26,2,Purchase
Wynnefield,QRHC,"$558,792.50",$5.18,"107,875",Large Shareholder,2021-11-26,2,Purchase
Wynnefield,QRHC,"$619,641.00",$5.50,"112,662",Large Shareholder,2021-11-23,2,Purchase
Wynnefield,QRHC,"$590,359.00",$5.50,"107,338",Large Shareholder,2021-11-23,2,Purchase
Wunderlich,NVTS,"$14,150,000.00",$10.00,"1,415,000",Director,2021-10-19,2,Purchase
Wunderlich,NVTS,"$14,150,000.00",$10.00,"1,415,000",Director,2021-10-19,2,Purchase
Wright,GDEN,"$751,689.40",$51.38,"14,630",Director,2021-11-08,1,Purchase
Working,SFIX,"$3,697,905.42",$19.10,"193,636",Large Shareholder,2021-12-29,1,Purchase
Working,SFIX,"$2,439,230.85",$19.53,"124,919",Large Shareholder,2021-12-28,1,Purchase
Working,SFIX,"$3,039,795.00",$20.27,"150,000",Large Shareholder,2021-12-27,1,Purchase
Working,SFIX,"$1,270,738.56",$18.05,"70,410",Large Shareholder,2021-12-16,1,Purchase
Working,SFIX,"$1,363,913.45",$18.47,"73,844",Large Shareholder,2021-12-14,1,Purchase
Working,SFIX,"$4,392,557.10",$19.78,"222,074",Large Shareholder,2021-12-10,1,Purchase
Working,SFIX,"$11,954,050.00",$23.91,"500,000",Large Shareholder,2021-12-06,1,Purchase
Working,SFIX,"$11,694,400.00",$23.39,"500,000",Large Shareholder,2021-12-03,1,Purchase
Working,SFIX,"$2,427,532.50",$32.37,"75,000",Large Shareholder,2021-10-27,1,Purchase
Working,SFIX,"$1,699,360.00",$33.99,"50,000",Large Shareholder,2021-10-15,1,Purchase
Working,SFIX,"$1,719,500.00",$34.39,"50,000",Large Shareholder,2021-10-14,1,Purchase
Working,SFIX,"$7,295,600.00",$36.48,"200,000",Large Shareholder,2021-09-21,1,Purchase
Working,SFIX,"$8,038,710.00",$35.73,"225,000",Large Shareholder,2021-09-20,1,Purchase
Working,SFIX,"$5,248,755.00",$34.99,"150,000",Large Shareholder,2021-09-17,1,Purchase
Working,SFIX,"$7,838,415.00",$34.84,"225,000",Large Shareholder,2021-09-16,1,Purchase
Working,SFIX,"$10,335,930.00",$34.45,"300,000",Large Shareholder,2021-09-15,1,Purchase
Working,SFIX,"$9,753,474.70",$35.21,"277,000",Large Shareholder,2021-09-14,1,Purchase
Working,SFIX,"$8,638,104.00",$35.99,"240,000",Large Shareholder,2021-09-13,1,Purchase
Working,SFIX,"$4,531,764.00",$37.76,"120,000",Large Shareholder,2021-09-10,1,Purchase
Working,SFIX,"$4,702,512.00",$39.19,"120,000",Large Shareholder,2021-09-09,1,Purchase
Woodson,FNKO,"$3,085,712.65",$17.93,"172,068",Large Shareholder,2021-08-20,2,Purchase
Woodside,NOW,"$1,987,197.67",$694.58,"2,861",Director,2021-11-08,1,Purchase
Wood,TLS,"$1,814,000.00",$18.14,"100,000","Officer, Director",2021-11-17,1,Purchase
Wong,HCWB,"$5,020,000.00",$8.00,"627,500","Officer, Director",2021-07-22,2,Purchase
Wolf,EHTH,"$719,258.40",$29.97,"24,000",Director,2021-11-11,1,Purchase
Winder,SXT,"$1,423,487.61",$94.09,"15,129",Large Shareholder,2021-10-01,1,Purchase
Winder,SXT,"$714,142.55",$92.35,"7,733",Large Shareholder,2021-09-30,1,Purchase
Winder,SXT,"$2,510,210.36",$91.42,"27,458",Large Shareholder,2021-09-30,1,Purchase
Winder,SXT,"$2,399,217.74",$92.77,"25,862",Large Shareholder,2021-09-29,1,Purchase
Winder,SXT,"$1,153,691.89",$92.17,"12,517",Large Shareholder,2021-09-28,1,Purchase
Winder,SXT,"$1,258,582.50",$91.70,"13,725",Large Shareholder,2021-09-28,1,Purchase
Winder,SXT,"$615,991.00",$93.05,"6,620",Large Shareholder,2021-09-27,1,Purchase
Winder,SXT,"$1,826,474.25",$92.55,"19,735",Large Shareholder,2021-09-27,1,Purchase
Winder,SXT,"$2,224,048.40",$92.20,"24,122",Large Shareholder,2021-09-24,1,Purchase
Winder,SXT,"$868,809.41",$93.11,"9,331",Large Shareholder,2021-09-23,1,Purchase
Winder,SXT,"$2,352,666.19",$92.41,"25,459",Large Shareholder,2021-09-23,1,Purchase
Winder,SXT,"$2,359,838.88",$91.98,"25,656",Large Shareholder,2021-09-22,1,Purchase
Winder,SXT,"$634,030.88",$91.28,"6,946",Large Shareholder,2021-09-22,1,Purchase
Winder,SXT,"$2,415,700.80",$89.92,"26,865",Large Shareholder,2021-09-21,1,Purchase
Winder,SXT,"$1,264,791.88",$90.04,"14,047",Large Shareholder,2021-09-20,1,Purchase
Winder,SXT,"$1,915,735.36",$89.32,"21,448",Large Shareholder,2021-09-20,1,Purchase
Winder,SXT,"$673,632.00",$93.56,"7,200",Large Shareholder,2021-09-17,1,Purchase
Winder,SXT,"$4,717,985.02",$91.34,"51,653",Large Shareholder,2021-09-17,1,Purchase
Winder,SXT,"$2,621,693.67",$93.09,"28,163",Large Shareholder,2021-09-16,1,Purchase
Winder,SXT,"$2,926,772.29",$93.07,"31,447",Large Shareholder,2021-09-15,1,Purchase
Winder,SXT,"$1,478,648.16",$91.41,"16,176",Large Shareholder,2021-09-14,1,Purchase
Winder,SXT,"$1,017,050.80",$90.80,"11,201",Large Shareholder,2021-09-14,1,Purchase
Winder,SXT,"$2,232,380.43",$90.23,"24,741",Large Shareholder,2021-09-13,1,Purchase
Winder,SXT,"$2,446,973.64",$91.38,"26,778",Large Shareholder,2021-09-10,1,Purchase
Winder,SXT,"$3,516,875.18",$91.21,"38,558",Large Shareholder,2021-09-09,1,Purchase
Winder,SXT,"$1,739,984.92",$89.02,"19,546",Large Shareholder,2021-09-08,1,Purchase
Winder,SXT,"$664,594.71",$88.53,"7,507",Large Shareholder,2021-09-08,1,Purchase
Winder,SXT,"$2,417,964.32",$88.16,"27,427",Large Shareholder,2021-09-07,1,Purchase
Winder,SXT,"$2,440,332.18",$88.14,"27,687",Large Shareholder,2021-09-03,1,Purchase
Winder,SXT,"$5,286,300.00",$88.11,"60,000",Large Shareholder,2021-09-02,1,Purchase
Winder,SXT,"$5,270,220.00",$87.84,"60,000",Large Shareholder,2021-09-01,1,Purchase
Winder,SXT,"$4,592,939.72",$86.92,"52,841",Large Shareholder,2021-08-31,1,Purchase
Winder,SXT,"$1,473,210.58",$87.26,"16,883",Large Shareholder,2021-08-30,1,Purchase
Winder,SXT,"$1,339,187.50",$87.50,"15,305",Large Shareholder,2021-08-27,1,Purchase
Winder,SXT,"$635,726.15",$87.05,"7,303",Large Shareholder,2021-08-27,1,Purchase
Willow,UHAL,"$553,064.00",$538.00,"1,028",,2021-06-15,3,Purchase
Willow,UHAL,"$44,164,800.00",$552.06,"80,000",,2021-06-15,3,Purchase
Willis,WLFC,"$500,064.80",$37.43,"13,360","Large Shareholder, Officer, Director",2021-08-23,1,Purchase
William,DSGN,"$618,000.00",$15.45,"40,000",Director,2021-08-31,1,Purchase
Will,OLN,"$613,500.00",$61.35,"10,000",Director,2021-11-03,1,Purchase
Wilder,EVRG,"$975,282.05",$62.82,"15,525",Director,2021-10-06,2,Purchase
Wilder,EVRG,"$1,253,430.48",$62.85,"19,942",Director,2021-10-05,2,Purchase
Wilder,EVRG,"$1,123,572.55",$62.36,"18,017",Director,2021-10-04,2,Purchase
Wilder,EVRG,"$1,237,842.34",$62.11,"19,930",Director,2021-10-01,2,Purchase
Wilder,EVRG,"$1,160,169.16",$62.73,"18,495",Director,2021-09-30,2,Purchase
Wilder,EVRG,"$1,202,437.61",$63.06,"19,068",Director,2021-09-29,2,Purchase
Wilder,EVRG,"$1,241,360.24",$62.76,"19,778",Director,2021-09-28,2,Purchase
Wilder,EVRG,"$1,202,468.40",$63.49,"18,940",Director,2021-09-24,2,Purchase
Wilder,EVRG,"$898,053.38",$63.57,"14,128",Director,2021-09-23,2,Purchase
Wijnberg,HIPO,"$500,373.90",$4.28,"117,000",Director,2021-08-19,3,Purchase
Wichmann,BSX,"$1,049,450.00",$41.98,"25,000",Director,2021-11-15,1,Purchase
Whitmore,NANX,"$32,361,271.95",$4.19,"7,731,573",Large Shareholder,2021-12-21,1,Purchase
Whatley,SSBK,"$1,425,000.00",$19.00,"75,000","Officer, Director",2021-08-11,1,Purchase
Westphal,TCRX,"$1,999,995.00",$15.00,"133,333",Large Shareholder,2021-07-20,2,Purchase
"Weschler,",LSXMA,"$267,449,418.19",$50.02,"5,347,320",Other,2021-11-01,2,Purchase
Welsbach,WTMAU,"$3,475,000.00",$10.00,"347,500",Large Shareholder,2021-12-30,1,Purchase
Wells,HIMS,"$1,781,000.00",$8.91,"200,000",Director,2021-08-13,1,Purchase
Weiss,TPIC,"$1,169,459.08",$14.40,"81,213",,2021-12-15,1,Purchase
Weisenburger,MP,"$3,299,719.50",$40.05,"82,390",Director,2021-12-15,1,Purchase
Weisburd,REE,"$739,730.76",$5.97,"123,908",Other,2021-09-01,2,Purchase
Weinberg,RXST,"$500,000.00",$16.00,"31,250",Officer,2021-08-03,6,Purchase
Weil,PL,"$994,473.48",$6.01,"165,580",Officer,2021-12-20,1,Purchase
Weatherman,NVRO,"$917,649.53",$85.74,"10,703",Director,2021-11-22,2,Purchase
Weatherman,NVRO,"$788,898.79",$84.86,"9,297",Director,2021-11-22,2,Purchase
Watts,COMM,"$991,913.00",$15.26,"65,000",Director,2021-08-13,1,Purchase
Waters,ON,"$769,420.00",$45.26,"17,000",Director,2021-09-07,1,Purchase
Waters,CYXT,"$785,464.01",$8.39,"93,570",Director,2021-08-25,1,Purchase
Washburne,ET,"$889,900.00",$8.90,"100,000",Director,2021-08-19,4,Purchase
Warren,ET,"$120,000,198.24",$7.45,"16,109,139","Officer, Director",2021-12-10,4,Purchase
Warren,ET,"$9,039,528.30",$9.41,"960,630","Officer, Director",2021-08-10,4,Purchase
Warren,ET,"$9,993,722.76",$9.17,"1,089,828","Officer, Director",2021-08-09,4,Purchase
Warren,ET,"$8,878,217.70",$9.35,"949,542","Officer, Director",2021-08-06,4,Purchase
Warner,RXST,"$700,000.00",$16.00,"43,750",Director,2021-08-03,6,Purchase
Walsh,THRY,"$1,597,500.00",$35.50,"45,000","Officer, Director",2021-11-15,1,Purchase
Wallman,ROP,"$906,500.00",$453.25,"2,000",Director,2021-06-10,1,Purchase
Walker,COP,"$998,989.20",$55.50,"18,000",Director,2021-08-09,1,Purchase
Walker,GLUE,"$19,950,000.00",$19.00,"1,050,000",Large Shareholder,2021-06-28,10,Purchase
Vo,SZZLU,"$7,227,500.00",$10.00,"722,750",Large Shareholder,2021-11-08,3,Purchase
Vivo,IOBT,"$9,100,000.00",$14.00,"650,000",,2021-11-09,7,Purchase
Villar,PYCR,"$733,750.00",$29.35,"25,000","Officer, Director",2021-12-01,2,Purchase
Viking,PRCT,"$14,000,000.00",$35.00,"400,000",Large Shareholder,2021-09-17,4,Purchase
Viking,RLYB,"$10,478,000.00",$13.00,"806,000",Large Shareholder,2021-07-29,6,Purchase
Vertex,ELEV,"$4,000,000.00",$16.00,"250,000",Large Shareholder,2021-06-29,3,Purchase
Versant,GLUE,"$3,000,005.00",$19.00,"157,895",Large Shareholder,2021-06-28,10,Purchase
Versant,IPSC,"$2,000,000.00",$20.00,"100,000",Large Shareholder,2021-06-22,3,Purchase
Venkatesan,ANGN,"$559,853.99",$2.66,"210,337","Officer, Director",2021-12-28,1,Purchase
Venbio,VTYX,"$5,000,000.00",$16.00,"312,500","Large Shareholder, Other",2021-10-25,3,Purchase
Vedanta,RVPH,"$1,496,250.00",$3.75,"399,000",Large Shareholder,2021-06-01,1,Purchase
Vedanta,RVPH,"$3,491,250.00",$3.75,"931,000",Large Shareholder,2021-06-01,1,Purchase
Varelas,FIGS,"$1,000,010.00",$22.00,"45,455",Director,2021-06-01,1,Purchase
Vanwees,TDY,"$638,995.35",$426.00,"1,500",Officer,2021-09-13,1,Purchase
Van,CTGO,"$999,999.00",$21.00,"47,619",,2021-06-18,1,Purchase
Value,UEPS,"$948,008.07",$4.91,"193,077",,2021-12-17,4,Purchase
Uzialko,FEMY,"$1,300,000.00",$13.00,"100,000",,2021-06-22,3,Purchase
Urness,BWB,"$500,000.00",$25.00,"20,000",,2021-08-17,1,Purchase
Turner,MGI,"$670,090.00",$5.65,"118,600",Director,2021-11-10,1,Purchase
Tuchman,FTAI,"$2,550,000.00",$25.50,"100,000",,2021-09-14,1,Purchase
Trujillo,CANO,"$1,023,350.00",$10.55,"97,000",Director,2021-11-18,3,Purchase
Trempont,ONTF,"$509,200.00",$20.37,"25,000",,2021-08-18,3,Purchase
Tpg,LTH,"$51,599,988.00",$18.00,"2,866,666",Large Shareholder,2021-10-12,11,Purchase
Topper,CAPL,"$524,967.00",$17.50,"30,000","Large Shareholder, Director",2021-08-19,1,Purchase
Tkach,RMBL,"$3,323,550.00",$30.00,"110,785","Large Shareholder, Officer, Director",2021-12-30,1,Purchase
Tirpak,LSYN,"$1,000,001.25",$3.75,"266,667",,2021-06-03,3,Purchase
Tiger,WEAV,"$15,000,000.00",$24.00,"625,000",Large Shareholder,2021-11-15,3,Purchase
Thunell,EUSG,"$1,000,000.00",$10.00,"100,000",Director,2021-12-21,2,Purchase
Thrive,OSCR,"$5,780,109.88",$17.86,"323,725",Large Shareholder,2021-09-15,3,Purchase
Thrive,OSCR,"$9,326,180.37",$18.10,"515,344",Large Shareholder,2021-09-14,3,Purchase
Thrive,OSCR,"$3,874,830.54",$17.52,"221,228",Large Shareholder,2021-09-13,3,Purchase
Thrive,OSCR,"$2,632,621.22",$16.84,"156,324",Large Shareholder,2021-09-13,3,Purchase
Thrive,OSCR,"$3,874,830.54",$17.52,"221,228",Large Shareholder,2021-09-13,3,Purchase
Thrive,OSCR,"$2,632,621.22",$16.84,"156,324",Large Shareholder,2021-09-13,3,Purchase
Thrive,OSCR,"$4,435,900.00",$17.74,"250,000",Large Shareholder,2021-09-10,3,Purchase
Thrive,OSCR,"$4,375,650.00",$17.50,"250,000",Large Shareholder,2021-09-10,3,Purchase
Thrive,OSCR,"$4,666,571.38",$17.69,"263,821",Large Shareholder,2021-09-09,3,Purchase
Thrive,OSCR,"$3,117,077.53",$17.23,"180,891",Large Shareholder,2021-09-09,3,Purchase
Thrive,OSCR,"$4,666,571.38",$17.69,"263,821",Large Shareholder,2021-09-09,3,Purchase
Thrive,OSCR,"$3,117,077.53",$17.23,"180,891",Large Shareholder,2021-09-09,3,Purchase
Thrive,OSCR,"$2,884,165.78",$18.35,"157,135",Large Shareholder,2021-09-03,3,Purchase
Thrive,OSCR,"$2,942,551.52",$18.35,"160,385",Large Shareholder,2021-09-02,3,Purchase
Thrive,OSCR,"$2,943,805.71",$17.53,"167,966",Large Shareholder,2021-09-02,3,Purchase
Thrive,OSCR,"$3,267,170.06",$15.43,"211,703",Large Shareholder,2021-08-31,3,Purchase
Thrive,OSCR,"$1,389,861.30",$14.81,"93,836",Large Shareholder,2021-08-31,3,Purchase
Thrive,OSCR,"$842,770.43",$15.27,"55,188",Large Shareholder,2021-08-30,3,Purchase
Thrive,OSCR,"$4,033,760.63",$14.68,"274,697",Large Shareholder,2021-08-30,3,Purchase
Thrive,OSCR,"$3,057,988.10",$14.05,"217,590",Large Shareholder,2021-08-27,3,Purchase
Thrive,OSCR,"$2,814,819.98",$13.74,"204,811",Large Shareholder,2021-08-26,3,Purchase
Thrive,OSCR,"$13,633,399.98",$12.69,"1,074,342",Large Shareholder,2021-08-24,3,Purchase
Thrive,OSCR,"$1,638,009.36",$13.01,"125,900",Large Shareholder,2021-08-23,3,Purchase
Thrive,OSCR,"$912,592.91",$13.41,"68,042",Large Shareholder,2021-08-20,3,Purchase
Thompson,ALPN,"$3,999,991.40",$9.40,"425,531","Large Shareholder, Director",2021-09-17,4,Purchase
Thompson,ALPN,"$5,499,996.40",$9.40,"585,106","Large Shareholder, Director",2021-09-17,4,Purchase
Thompson,JANX,"$2,000,050.00",$17.00,"117,650",Director,2021-06-15,7,Purchase
Thompson,JANX,"$9,999,451.00",$17.00,"588,203",Director,2021-06-15,7,Purchase
Thomas-Graham,RIVN,"$1,000,038.00",$78.00,"12,821",Director,2021-11-15,8,Purchase
Thomas,CXM,"$500,000.00",$16.00,"31,250","Officer, Director",2021-06-25,6,Purchase
Thomas,REE,"$935,624.97",$5.81,"161,037",Director,2021-09-01,2,Purchase
Thermopylae,ABCL,"$2,995,912.86",$14.76,"202,960",Large Shareholder,2021-11-11,3,Purchase
Templin,ARIS,"$999,999.00",$13.00,"76,923",,2021-10-26,1,Purchase
Temasek,INTA,"$49,920,000.00",$26.00,"1,920,000",Large Shareholder,2021-07-02,3,Purchase
Technology,GTLB,"$25,025,000.00",$77.00,"325,000",,2021-10-18,5,Purchase
Technology,TOST,"$25,000,000.00",$40.00,"625,000",,2021-09-24,1,Purchase
Teachers',NMG III,"$12,000,000.00",$10.00,"1,200,000",Other,2021-10-25,1,Purchase
Teachers',NMG III,"$12,000,000.00",$10.00,"1,200,000",Other,2021-10-25,1,Purchase
Tcv,PTON,"$1,215,044.00",$46.00,"26,414",Other,2021-11-18,2,Purchase
Tcv,PTON,"$1,063,980.00",$46.00,"23,130",Other,2021-11-18,2,Purchase
Tcv,PTON,"$5,411,900.00",$46.00,"117,650",Other,2021-11-18,2,Purchase
Tcv,PTON,"$21,823,596.00",$46.00,"474,426",Other,2021-11-18,2,Purchase
Tcv,PTON,"$3,846,934.00",$46.00,"83,629","Large Shareholder, Other",2021-11-18,2,Purchase
Tcv,PTON,"$2,664,780.00",$46.00,"57,930","Large Shareholder, Other",2021-11-18,2,Purchase
Tcv,PTON,"$14,078,576.00",$46.00,"306,056","Large Shareholder, Other",2021-11-18,2,Purchase
Tcv,PTON,"$49,895,188.00",$46.00,"1,084,678","Large Shareholder, Other",2021-11-18,2,Purchase
Tattersfield,DNUT,"$554,372.00",$13.86,"40,000","Officer, Director",2021-11-11,4,Purchase
Taneja,IOT,"$46,000,000.00",$23.00,"2,000,000","Large Shareholder, Director",2021-12-17,6,Purchase
Tananbaum,PRDS,"$3,250,000.00",$10.00,"325,000","Large Shareholder, Director",2021-12-22,1,Purchase
Tammenoms,RXST,"$8,000,000.00",$16.00,"500,000",Director,2021-08-03,6,Purchase
Tammenoms,RXST,"$2,000,000.00",$16.00,"125,000",Director,2021-08-03,6,Purchase
Talasaz,GH,"$1,442,774.45",$96.83,"14,900","Officer, Director",2021-11-23,2,Purchase
Talasaz,GH,"$2,183,637.20",$93.05,"23,467","Officer, Director",2021-11-23,2,Purchase
Talasaz,GH,"$557,569.26",$92.42,"6,033","Officer, Director",2021-11-23,2,Purchase
Talasaz,GH,"$1,212,978.56",$98.78,"12,279","Officer, Director",2021-11-19,2,Purchase
Talasaz,GH,"$3,689,962.52",$97.82,"37,721","Officer, Director",2021-11-19,2,Purchase
Tahoe,TLND,"$338,855,352.00",$66.00,"5,134,172",Large Shareholder,2021-08-09,1,Purchase
Svider,ATUS,"$1,001,230.00",$16.97,"59,000",Director,2021-11-12,1,Purchase
Sv7,XLO,"$5,000,000.00",$16.00,"312,500",Large Shareholder,2021-10-26,6,Purchase
Sv7,XLO,"$5,000,000.00",$16.00,"312,500",Large Shareholder,2021-10-26,6,Purchase
Sun,VGZ,"$938,080.00",$1.10,"852,800",Large Shareholder,2021-07-12,1,Purchase
Sun,CADEX,"$10,000,000.00",$25.00,"400,000",Other,2021-09-30,1,Purchase
Sun,CADEX,"$10,000,000.00",$25.00,"400,000",Other,2021-09-30,1,Purchase
Sun,CADEX,"$1,000,000.00",$25.00,"40,000",Other,2021-09-30,1,Purchase
Sun,CADEX,"$1,000,000.00",$25.00,"40,000",Other,2021-09-30,1,Purchase
Sun,ARDC,"$8,000,000.00",$25.00,"320,000",Large Shareholder,2021-09-15,1,Purchase
Sun,ARDC,"$8,000,000.00",$25.00,"320,000",Large Shareholder,2021-09-15,1,Purchase
Sumitomo,MYOV,"$1,106,903.66",$24.19,"45,768",Large Shareholder,2021-09-27,1,Purchase
Sumitomo,MYOV,"$842,547.60",$23.40,"36,000",Large Shareholder,2021-09-24,1,Purchase
Sumitomo,MYOV,"$1,138,468.16",$23.01,"49,467",Large Shareholder,2021-09-23,1,Purchase
Sumitomo,MYOV,"$1,845,010.07",$21.96,"84,018",Large Shareholder,2021-09-22,1,Purchase
Sumitomo,MYOV,"$966,450.80",$22.48,"43,000",Large Shareholder,2021-09-21,1,Purchase
Sumitomo,MYOV,"$845,668.73",$22.10,"38,273",Large Shareholder,2021-09-20,1,Purchase
Sumitomo,MYOV,"$864,105.51",$22.79,"37,913",Large Shareholder,2021-09-17,1,Purchase
Sumitomo,MYOV,"$1,087,550.00",$21.75,"50,000",Large Shareholder,2021-09-16,1,Purchase
Sumitomo,MYOV,"$1,975,489.30",$21.98,"89,864",Large Shareholder,2021-09-15,1,Purchase
Sumitomo,MYOV,"$1,435,238.76",$22.04,"65,128",Large Shareholder,2021-09-14,1,Purchase
Sumitomo,MYOV,"$717,990.50",$23.91,"30,028",Large Shareholder,2021-09-13,1,Purchase
Sumitomo,MYOV,"$1,227,058.11",$23.09,"53,150",Large Shareholder,2021-09-13,1,Purchase
Sumitomo,MYOV,"$753,390.00",$25.11,"30,000",Large Shareholder,2021-09-10,1,Purchase
Sumitomo,MYOV,"$944,147.50",$25.52,"37,000",Large Shareholder,2021-09-09,1,Purchase
Sumitomo,MYOV,"$563,663.30",$25.74,"21,902",Large Shareholder,2021-09-08,1,Purchase
Sumitomo,MYOV,"$737,679.70",$26.08,"28,287",Large Shareholder,2021-09-07,1,Purchase
Sumitomo,MYOV,"$797,383.62",$26.74,"29,822",Large Shareholder,2021-09-03,1,Purchase
Sumitomo,MYOV,"$927,388.83",$26.46,"35,045",Large Shareholder,2021-09-02,1,Purchase
Sumitomo,MYOV,"$560,872.75",$25.25,"22,209",Large Shareholder,2021-09-02,1,Purchase
Sumitomo,MYOV,"$993,028.00",$24.83,"40,000",Large Shareholder,2021-09-01,1,Purchase
Sumitomo,MYOV,"$946,884.90",$24.28,"39,000",Large Shareholder,2021-08-31,1,Purchase
